id,created_at,attitudes_count,comments_count,reposts_count,screen_name,follow_count,followers_count,gender,text
4404122063266890,2019-08-11,8471,1413,626,小猴紫日志,38,527766,m,杨紫超话#杨紫烈火英雄# @杨紫  一路向前，电影票房破11亿，向消防战士致敬！
4404350895910622,2019-08-12,2899,490,1086,刑警成亮PC822913,3012,321956,m,今天，天津塘沽爆炸4周年！让我们一起缅怀致敬，烈火英雄！2015年8月12日22时50分，天津滨海一危化品堆垛发生火灾。24名现役消防员、75名专职消防队员及11名民警壮烈牺牲。和平年代，牺牲最大的一场战斗！请记住这些名字！因为他们是为了你，为了我，为了我们而失去生命他们中最年长的3 ...全文
4405302797381601,2019-08-15,234,23,39,-春豪糖桃-,372,659,f,欧豪超话 #欧豪举铁不如举娃# 你是否被《建军大业》中挥斥方遒的他吸引？你是否为《烈火英雄》中不幸牺牲的他惋惜？如果你已为他心动，请不要克制，大声说出你的喜欢！他是童心未泯的孩子王，他是友爱同侪的义气哥，他是前辈赏识的未来星，他是认真做事低 ...全文
4405228809923336,2019-08-15,31,11,20,明教官方江苏分会,163,577,f,黄晓明超话 813烈火英雄常州路演圆满结束，也是晓明哥烈火英雄全国路演最后一站了，常州人民好热情呀！教主状态也十分好！几日不见又帅了！！亲和回答观众问题、和小影迷互动，最后一场向还正真的消防战士以及现场武警致敬。观众们都表示电影很好看很感人。#电影烈火英雄#  ...全文
4404398421662269,2019-08-12,3640,933,971,印小天,770,3195499,m,致敬消防员#烈火英雄#
4403763526006353,2019-08-10,4279,36,29,成都发布,1031,7640977,m,#烈火英雄票房破10亿#由陈国辉执导，黄晓明、杜江、谭卓、杨紫、欧豪等主演电影《烈火英雄》票房破十亿，成为今年第十部票房破十亿的电影。 这个夏天，你最喜欢的电影是哪部？#上海堡垒评分##粉丝叫错鹿晗电影角色名# 成都发布的微博投票 
4403701861031640,2019-08-10,546,1363,250,央视网,504,9470280,m,烈火无情，英雄无畏。电影《#烈火英雄#》中消防员英勇无畏的形象在无数人的心中留下了烙印，“保护好国家人民，也要保护好自己”成为无数人心中对消防员的期望，我们并不了解伟大的消防员们，我们#欠消防员一张电影票#，评论区抽取150名幸运观众送出电影票，向所有的逆行者致以最高的敬意！ ...全文
4404091515695101,2019-08-11,19079,324,291,圈掌柜,162,4060585,m,#哪吒进内地票房榜前五#暑期档讨论最多的三部电影，哪吒之魔童降世，上海堡垒，烈火英雄，你最喜欢哪部？圈掌柜的微博投票 
4403717439199067,2019-08-10,6341,780,532,小猴紫日志,38,527766,m,杨紫超话#杨紫烈火英雄# @杨紫 真挚的情感，感恩的心情，电影《烈火英雄》票房突破10亿，致敬每一位可爱的消防战士！ 
4405523866676425,2019-08-15,24,22,7,乐山消防,967,48201,m,【#小男孩给消防员买冰淇淋#，并写信：希望世界永不发生火灾】13日，西安雁塔西路消防中队，8岁男孩周一阳将一封信和一个纸袋递给哨兵，“消防员叔叔，吃冰淇淋不？” 据了解，孩子看完电影《烈火英雄》后把储钱罐打碎，将存的14.7元给消防员。孩子在信中写道：“我希望这个世界永远不要发生火灾，你们 ...全文
4404789758602570,2019-08-13,208,13,18,环球人物杂志,61,6969716,m,【开腔 | @杜江侦察记 ： 那场大火持续了六个昼夜，《烈火英雄》只还原了1/6】电影《#烈火英雄#》热映，让我们看到了消防战士的血与泪。所有的岁月静好，不过是有人替你负重前行。看本期开腔，听#杜江#讲述如何塑造《烈火英雄》中马卫国的硬汉柔情？@V直通 V直通的秒拍视频 
4404926232959675,2019-08-13,2486,81,50,X玖少年团,126,1698567,m,谷嘉诚超话 ✖️#电影烈火英雄# 票房破12亿 不惧黑暗，步履不停八千转少年逆火前行电影«烈火英雄»正热映🔥🔥🔥@X玖少年团谷嘉诚BAE 演绎 消防员周浩 
4403681724019810,2019-08-10,2043,2978,72,木古哥哥,563,712459,m,《上海堡垒》不好看就是不好看，烂片已既成事实，不管粉丝如何刷都难以改变，票房则是一路跌下来的，豆瓣评分从4.2到3.5分，谜之下降。鹿晗几千万的粉丝在咆哮电影如何好看如何感人，昨天甚至有一段观众看哭的视频在网上流出，哈哈哈哈哈哈，我想说还能再假一点吗？这几天看《烈火英雄》哭的我信，就《 ...全文
4405503620370401,2019-08-15,24,8,28,文明成都,374,211365,f,【#消防员叔叔你们吃冰淇淋不#】13日，西安雁塔西路消防中队，8岁男孩周一阳把一封信和一个纸袋子递给哨兵，“消防员叔叔，吃冰淇淋不？”据了解，孩子看完电影《烈火英雄》后把储钱罐打碎，将仅存的十四块七毛钱送给消防员。“希望你们吃了冰淇淋，夏天凉快，冬天暖和。我爱你们。”（华商报） ...全文
4404799384601314,2019-08-13,4789,723,306,小猴紫日志,38,527766,m,杨紫超话#杨紫烈火英雄#  @杨紫  票房已破12亿，用电影抵抗遗忘。时刻铭记消防英雄的不易，你们辛苦了。 
4405450864358124,2019-08-15,59,36,7,紫争朝夕,777,1232,m,杨紫超话#杨紫烈火英雄# #杨紫沉默的证人# 视频专访来啦~生活中的杨紫会是什么样子，跟荧幕上的她会有什么不同呢？详情都在视频里哦~~@杨紫  骨朵星番的微博视频 
4404840396093576,2019-08-13,885,114,277,M视频News,41,363658,m,【超6班：杨紫透露欧豪拍《烈火英雄》溺水戏 真晕厥】《烈火英雄》中杨紫超话 回忆欧豪超话 溺水戏，“保证他生命安全的前提下，没有救他上来，想看看他有没有什么能够发挥的。”，“欧豪说那一刻他真的感到很绝望。” 关注@M视频News 更多花絮等你~  M视频News的微博视频 
4404911070021857,2019-08-13,2248,97,14,杨爱米Amy,426,824429,f,现在才看《烈火英雄》会不会太晚。全片几乎从开头哽咽到结束，看到江立伟冒着生命危险为战友开路，强忍高温剧痛赤手关闸门，只想说一句铁血男儿真汉子！后来才知道@黄晓明 在拍摄期间胳膊肘脱臼负伤上阵，为这敬业精神和演技点赞👍 最后回忆里看到他说：“我只想回家见我老婆儿子” 瞬间泪目。以前只 ...全文
4405148140989833,2019-昨天 11:17,38,3,35,快看好故事,28,1083271,f,烈火英雄的背后，竟然还有这样一段正式的故事~ 
4405521710427671,2019-08-15,99,121,35,猫讯娱乐,1300,6166116,m,#杨紫##杨紫李现封面# 杨紫和李现登上杂志封面了，最近杨紫确实火得惊人，《亲爱的，热爱的》让她人气大涨，和李现成为了年度CP。目前她主演的《烈火英雄》还在热映，明天她的新作品《沉默的证人》又要上映了，和张家辉、任贤齐搭档。当年的小雪，最近彻底爆发了，猫叔肯定会去支持她的新电影！ 
4405529487300051,2019-08-15,41,2,5,我说心火,404,424,f,#杨紫李现封面#yz#余生请多指教官宣# 无论小亲热佟年，烈火英雄王璐，沉默的证人乔琳亦或余生请多指教林之校。拒绝标签，拒绝设限，保持初心，不惧风雨，一路向前！演员杨紫，未来可期，一直支持你@杨紫理娱打挺疼的酷燃视频 
4405284670062593,2019-08-15,102,7,6,新浪江苏,5190,1485924,f,【消防员演讲中途去救火：听到火警立即跑去救火】8月7日，盐城大丰区消防救援大队正在进行《烈火英雄》观后感分享会，消防员王松刚演讲没几句，突然丢下话筒冲出会场。原来是突发火情，消防员们迅速集结前往救火。现场记者拍下了这一幕。有料的秒拍视频 
4405476055760118,2019-08-15,178,0,10,环球资讯广播,788,48192566,f,#点赞，正能量#【#消防员演讲突然中断原因#：听到火警立即跑去救火】近日，江苏盐城大丰区消防救援大队正在进行《烈火英雄》观后感分享会，消防员王松刚演讲没几句，突然丢下话筒冲出会场。原来是突发火情，消防员们迅速集结前往救火。现场记者拍下了王松和其他战士冲出会场的一幕↓↓ ...全文
4403714926796332,2019-08-10,9799,1081,654,新浪电影,1770,27069812,m,#烈火英雄票房破10亿# 由陈国辉执导，黄晓明、杜江、谭卓、杨紫、欧豪等主演电影《烈火英雄》票房破十亿，成为今年第十部票房破十亿的电影。今年目前内地票房榜前十分别为：1.流浪地球 46.54亿2.复仇者联盟4：终局之战 42.40亿3.哪吒之魔童降世 32.12亿4.疯狂的外星人 22.01亿5.飞驰人生 17.16 ...全文
4405470305441467,2019-08-15,339,46,41,莫道紫情,1235,75588,f,杨紫访谈录超话 杨紫烈火英雄超话 201907月杨紫专访合集集合了“人气highlight”“光明日报‘”哔计划“”鹅斯卡“四个采访@杨紫 莫道紫情的微博视频 
4405521345705076,2019-08-15,36,4,6,天天正能量,1376,3346968,f,【#消防员叔叔吃冰淇淋不#】13日，西安雁塔西路消防中队，8岁男孩周一阳把一封信和一个纸袋递给哨兵，“消防员叔叔，吃冰淇淋不？”据了解，孩子看完《烈火英雄》后把储钱罐打碎，将存的14.7元给消防员。“希望你们吃了冰淇淋，夏天凉快，冬天暖和。我爱你们！”网友：他拿出了全部的爱心，小暖男 ...全文
4405491767992999,2019-08-15,188,129,130,深扒电影,23,2995323,m,都是正能量的演员！
4404879625422259,2019-08-13,1540,201,441,环球时报,684,22131569,m,【慢慢看完这段央视采访，真实事件比电影更惊心动魄！】他叫桑武，是电影《烈火英雄》中消防队长江立伟的原型，当年，大连新港油罐区火灾救援，他和战友在爆炸中，深入火场内部，徒手关闭了阀门！转发！让更多人认识他们！致敬英雄！央视新闻的微博视频 
4404467703441293,2019-08-12,36098,6004,6108,火箭少女101_傅菁,151,5118835,f,谢谢🙏消防员不单是烈火英雄，也是平凡生活中的万能英雄。
4405314289466925,2019-08-15,1013,10,14,清瘦sir,91,85,m,暑假在家回家追剧，#哪吒之魔童降世链接# 刚从电影院看完，哪吒真的太可爱了，我现在忍不住二刷，一回到家就准备看烈火🔥英雄结局电影，还没有看过的快来找我噢 
4405450864358124,2019-08-15,59,36,7,紫争朝夕,777,1232,m,杨紫超话#杨紫烈火英雄# #杨紫沉默的证人# 视频专访来啦~生活中的杨紫会是什么样子，跟荧幕上的她会有什么不同呢？详情都在视频里哦~~@杨紫  骨朵星番的微博视频 
4404840396093576,2019-08-13,885,114,277,M视频News,41,363658,m,【超6班：杨紫透露欧豪拍《烈火英雄》溺水戏 真晕厥】《烈火英雄》中杨紫超话 回忆欧豪超话 溺水戏，“保证他生命安全的前提下，没有救他上来，想看看他有没有什么能够发挥的。”，“欧豪说那一刻他真的感到很绝望。” 关注@M视频News 更多花絮等你~  M视频News的微博视频 
4404911070021857,2019-08-13,2248,97,14,杨爱米Amy,426,824429,f,现在才看《烈火英雄》会不会太晚。全片几乎从开头哽咽到结束，看到江立伟冒着生命危险为战友开路，强忍高温剧痛赤手关闸门，只想说一句铁血男儿真汉子！后来才知道@黄晓明 在拍摄期间胳膊肘脱臼负伤上阵，为这敬业精神和演技点赞👍 最后回忆里看到他说：“我只想回家见我老婆儿子” 瞬间泪目。以前只 ...全文
4405148140989833,2019-昨天 11:17,38,3,35,快看好故事,28,1083271,f,烈火英雄的背后，竟然还有这样一段正式的故事~ 
4405206219963176,2019-08-15,806,229,137,杨紫影视基地,57,33430,f,#杨紫乔琳# #杨紫烈火英雄# 【杨紫‖ 紫米饭团‖  绘图•壁纸4p】“你是末世最后一道光，终将带我走向天堂，@杨紫 那里和平温暖，有你最爱的花香。”（ps：图3.4为手机•桌面壁纸尺寸，故未设置水印，请大家注意版权意识，禁止二改，二次搬运请注明出处）【绘图cr： ...全文
4405525045152368,2019-08-15,16,17,6,金山消防,763,135631,m,【#小男孩给消防员买冰淇淋#，并写信：希望世界永不发生火灾】13日，西安雁塔西路消防中队，8岁男孩周一阳将一封信和一个纸袋递给哨兵，“消防员叔叔，吃冰淇淋不？” 据了解，孩子看完电影《烈火英雄》后把储钱罐打碎，将存的14.7元给消防员。孩子在信中写道：“我希望这个世界永远不要发生火灾，你们 ...全文
4404478415872649,2019-08-12,633,82,178,新浪军事,636,19049306,m,【央视采访#烈火英雄# 消防队长江立伟原型：徒手转动32万圈关闭阀门】他叫桑武，是电影《烈火英雄》中消防队长江立伟的原型，当年，大连新港油罐区火灾救援，他和战友在爆炸中，深入火场内部，徒手转动32万圈，关闭了阀门！转发！让更多人认识他们！致敬英雄！@央视新闻 央视新闻的微博视频 
4405273189591936,2019-08-15,325,35,27,新京报我们视频,884,8311720,m,【#消防员演讲突然中断原因#：听到火警立即跑去救火】8月7日，江苏盐城大丰区消防救援大队正在进行《烈火英雄》观后感分享会，消防员王松刚演讲没几句，突然丢下话筒冲出会场。原来是突发火情，消防员们迅速集结前往救火。现场记者拍下了王松和其他战士冲出会场的一幕↓↓↓有料的秒拍视频 @有料 
4405477565589257,2019-08-15,178,0,5,解忧小瓶盖,136,1056387,m,“我们准备好了，这次换我守护所有人的安全。”——《烈火英雄 》 
4403733217642710,2019-08-10,2379,163,192,东邪西媚,626,9654510,m,#上海堡垒评分# 晕啊！《上海堡垒》豆瓣分又掉到3.4了，实时票房又排在哪吒、烈火英雄、使徒行者2的后面，很多网友反映剧情不行，也有说选角不行，鹿晗和舒淇不搭，还有说台词问题也很多的，你怎么看？ 东邪西媚的微博投票 
4405192398735945,2019-08-15,164,70,75,非常静距离JING,630,621366,f,欧豪超话 拍烈火英雄 时险溺水，光听着就快要窒息的感觉。幸好@欧豪 力气大，拼命游上水面，抱抱。以后拍电影一定一定要注意安全。周四晚23:35@深圳卫视 非常静距离超话 非常静距离JING的微博视频 
4404676030579484,2019-08-13,299,13,54,捡书博士,906,1878249,m,烈火英雄的背后，竟然还有这样一段正式的故事？ 
4405121230312331,2019-昨天 09:30,76,13,19,环球杂志,30,13238763,m,【慢慢看完这段央视采访，真实事件比电影更惊心动魄！】他叫桑武，是电影《烈火英雄》中消防队长江立伟的原型，当年，大连新港油罐区火灾救援，他和战友在爆炸中，深入火场内部，徒手关闭了阀门！转发！让更多人认识他们！致敬英雄！ 央视新闻的微博视频 
4405219418557942,2019-08-15,53,12,31,张纪中,40,1310061,m,每个人都应该有一颗正义之心，无论何时都应该追求成为侠之大者！16号上海书展与杨过杨大侠重逢，共同致敬国家民族的英雄！
4404493972540031,2019-08-12,207,23,78,中国青年网,3410,11902029,f,【慢慢看完这段采访，真实事件比电影更惊心动魄！】他叫桑武，是电影《烈火英雄》中消防队长江立伟的原型，当年，大连新港油罐区火灾救援，他和战友在爆炸中，深入火场内部，徒手转动32万圈，关闭了阀门！转发，让更多人认识他们！致敬英雄！#中国人的故事#  央视新闻的微博视频 
4405228197623623,2019-08-15,324,86,42,腾讯看电影,277,416969,m,#烈火英雄# @杨紫 瞬间入戏演技大爆发，三秒落泪惹人心疼  腾讯看电影的微博视频 
4404118246312798,2019-08-11,1270,314,59,凤凰网电影,802,116286,f,【折腾六年，拍了一部罕见的烂片】上海堡垒 自8月9日上映以来，豆瓣评分已跌至3.3分，猫眼淘票票也跌到7分以下。票房成绩也不甚理想，上映首日下午三点多，当日票房就被《哪吒之魔童降世》反超，上映第二天排片跳水，实时票房不敌《烈火英雄》和《使徒行者2》，上映2天票房才破亿。面对诸多争 ...全文
4404608400957444,2019-08-12,938,121,63,TheLancet-Vivian,4756,407176,m,今天，天津塘沽爆炸4周年！让我们一起缅怀致敬，烈火英雄！2015年8月12日22时50分，天津滨海一危化品堆垛发生火灾。24名现役消防员、75名专职消防队员及11名民警壮烈牺牲。和平年代，牺牲最大的一场战斗！请记住这些名字！因为他们是为了你，为了我，为了我们而失去生命他们中最年长的3 ...全文
4405503402804505,2019-08-15,17113,1366,1179,人民日报,3039,93642710,m,【#消防员叔叔你们吃冰淇淋不#】13日，西安雁塔西路消防中队，8岁男孩周一阳把一封信和一个纸袋子递给哨兵，“消防员叔叔，吃冰淇淋不？”据了解，孩子看完电影《烈火英雄》后把储钱罐打碎，将仅存的十四块七毛钱送给消防员。“希望你们吃了冰淇淋，夏天凉快，冬天暖和。我爱你们。”（华商报） 
4405513917356454,2019-08-15,2950,255,238,人民网,4518,65531945,m,【#消防员叔叔吃冰淇淋不#】13日，西安雁塔西路消防中队，8岁男孩周一阳把一封信和一个纸袋递给哨兵，“消防员叔叔，吃冰淇淋不？”据了解，孩子看完《烈火英雄》后把储钱罐打碎，将存的14.7元给消防员。“希望你们吃了冰淇淋，夏天凉快，冬天暖和。我爱你们！”（华商报）西安8岁小男孩打破存钱罐拿出14.7元 送给消防员买冰淇淋 
4405310556927293,2019-08-15,4400,492,463,头条新闻,1401,67282084,f,【#消防员演讲突然中断原因#：听到火警立即跑去救火】8月7日，江苏盐城大丰区消防救援大队正在进行《烈火英雄》观后感分享会，消防员王松刚演讲没几句，突然丢下话筒冲出会场。原来是突发火情，消防员们迅速集结前往救火。现场记者拍下了王松和其他战士冲出会场的一幕↓↓有料的秒拍视频 @有料 
4405187626569796,2019-08-15,17999,10792,9156,杜江侦察记,691,11442136,m,把一些消防小知识，和嗯哼唱进歌里。安全第一，从小做起。能让大家注意消防安全，减少意外发生和险情对消防员的召唤，是这首消防宣传曲《安全第一》，也是这个#电影烈火英雄#的意义。#亚洲新歌榜# 杜江侦察记的微博视频 
4404473772286175,2019-08-12,20681,2102,5554,央视新闻,2674,87808175,m,【慢慢看完这段央视采访，真实事件比电影更惊心动魄！】他叫桑武，是电影《烈火英雄》中消防队长江立伟的原型，当年，大连新港油罐区火灾救援，他和战友在爆炸中，深入火场内部，徒手关闭了阀门！转发！让更多人认识他们！致敬英雄！ 央视新闻的微博视频 
4405522105212667,2019-08-15,105,11,9,成都商报,862,13352263,f,【#小男孩给消防员买冰淇淋#，并写信：希望世界永不发生火灾】13日，西安雁塔西路消防中队，8岁男孩周一阳将一封信和一个纸袋递给哨兵，“消防员叔叔，吃冰淇淋不？” 据了解，孩子看完电影《烈火英雄》后把储钱罐打碎，将存的14.7元给消防员。孩子在信中写道：“我希望这个世界永远不要发生火灾，你们 ...全文
4405502148869458,2019-08-15,159,95,27,时光网Mtime,455,910240,m,#杨紫李现封面# 日前，演员杨紫和李现合体拍摄了一组时尚写真。在最近热播的电视剧《亲爱的，热爱的》中，杨紫与李现饰演一对情侣。由于剧集大热，两位演员的人气也极速蹿升。另外，杨紫还有电影作品《烈火·英雄》正在热映，新片《沉默的证人》也即将与观众见面。 
4405277866999811,2019-08-15,551,53,58,新浪新闻客户端,400,19673161,m,【#消防员演讲中途去救火#：听到火警立即跑去救火】8月7日，江苏盐城大丰区消防救援大队正在进行《烈火英雄》观后感分享会，消防员王松刚演讲没几句，突然丢下话筒冲出会场。原来是突发火情，消防员们迅速集结前往救火。现场记者拍下了王松和其他战士冲出会场的一幕↓↓↓@有料 有料的秒拍视频 
4405521710427671,2019-08-15,99,121,35,猫讯娱乐,1300,6166116,m,#杨紫##杨紫李现封面# 杨紫和李现登上杂志封面了，最近杨紫确实火得惊人，《亲爱的，热爱的》让她人气大涨，和李现成为了年度CP。目前她主演的《烈火英雄》还在热映，明天她的新作品《沉默的证人》又要上映了，和张家辉、任贤齐搭档。当年的小雪，最近彻底爆发了，猫叔肯定会去支持她的新电影！ 
4404181525395360,2019-08-11,367,20,22,优酷,2870,17973483,m,你们是火场中逆行的#烈火英雄#，你们是台风中无畏的救援英雄！水火无情，感谢你们冲锋在前，无畏守护。最美的逆行者，惟愿平安！#致敬台风中的救援英雄# 
4403867963660409,2019-08-10,401,240,133,光影莫里斯,195,4163130,f,好的角色和演员是相互成就的，今年从《烈火英雄》到《铤而走险》还有之后的《中国机长》，可以明显感觉到欧豪在演技上的蜕变。这次《铤而走险》里饰演反派的欧豪可以说每个眼神都是戏，完美诠释“人狠话不多”的亡命之徒。看到这几张图真的非常期待电影8.30上映了#欧豪 眼技# 
4404104623414223,2019-08-11,919,54,33,观察者网,1166,8953708,m,【网友坚持为烈士留言，四川凉山火灾英雄位列军事超话榜第一】 今天（11日），在我们致敬台风中的救援英雄时，还有很多人没有忘记，4个多月前，四川凉山木里火灾中牺牲的31名烈火英雄。在网友坚持不懈地打卡下，木里火灾牺牲英雄刘代旭登上了军事超话榜第1名。网友坚持为烈士留言，四川凉山火灾英雄位列军事超话榜第一 
4403671414849773,2019-08-10,2107,142,184,军人之家,159,3372065,m,#致敬消防英雄# 哪有什么岁月静好，只是有人替你负重前行！#中国军人# #烈火英雄#  军人之家的微博视频 
4404086730614119,2019-08-11,1789,521,283,Du_Mber小姐,167,57003,f,#余生请多指教#该视频非杨紫本人，请各方勿强行按头杨紫头发还没这么长 另外是隔壁剧组视频传播假路透糊图贷款嘲的建议去洗洗眼👌杨紫家一切等官宣 🈲路透 不如关注下🎬烈火英雄 和0816沉默的证人吧Du_Mber小姐的微博视频 
4404074755327466,2019-08-11,191,124,70,微博娱乐,1061,1374992,f,#张哲瀚小红帽#演员@张哲瀚疯子 曝光了一组时尚大片，在电影《烈火英雄》里有不俗表现的他化身酷男孩，黑色夹克+黑短裤的look高级又吸睛，头顶的小红帽使整体造型充满个性，现代感十足，小哥哥的穿搭法你get到了吗？ 
4403788053843620,2019-08-10,2701,83,184,影视圈娱人,144,5754943,m,#烈火英雄票房破10亿#由陈国辉执导，黄晓明、杜江、谭卓、杨紫、欧豪等主演电影《烈火英雄》上映10天票房破十亿，成为今年第十部票房破十亿的电影，目前猫眼口碑9.5，豆瓣评分6.6！ 影视圈娱人的微博投票 
4404108306298776,2019-08-11,331,16,14,新浪军事,636,19049306,m,【网友坚持为烈士留言，四川凉山火灾英雄位列军事超话榜第一】 今天，在我们#致敬台风中的救援英雄#时，还有很多人没有忘记，4个多月前，四川凉山木里火灾中牺牲的31名烈火英雄。在网友坚持不懈地打卡下，木里火灾牺牲英雄刘代旭登上了军事超话榜第1名。(@观察者网 ) 
4404120679345795,2019-08-11,3111,110,84,X玖少年团,126,1698567,m,谷嘉诚超话 ✖️#电影烈火英雄# 票房破11亿📣 八千转少年，超硬核演技英雄无畏，一往无前🔥👨🚒电影«烈火英雄»正热映@X玖少年团谷嘉诚BAE 倾情演绎消防员周浩 
4403733217642710,2019-08-10,2379,163,192,东邪西媚,626,9654510,m,#上海堡垒评分# 晕啊！《上海堡垒》豆瓣分又掉到3.4了，实时票房又排在哪吒、烈火英雄、使徒行者2的后面，很多网友反映剧情不行，也有说选角不行，鹿晗和舒淇不搭，还有说台词问题也很多的，你怎么看？ 东邪西媚的微博投票 
4405503402804505,2019-08-15,17113,1366,1179,人民日报,3039,93642710,m,【#消防员叔叔你们吃冰淇淋不#】13日，西安雁塔西路消防中队，8岁男孩周一阳把一封信和一个纸袋子递给哨兵，“消防员叔叔，吃冰淇淋不？”据了解，孩子看完电影《烈火英雄》后把储钱罐打碎，将仅存的十四块七毛钱送给消防员。“希望你们吃了冰淇淋，夏天凉快，冬天暖和。我爱你们。”（华商报） 
4405513917356454,2019-08-15,2950,255,238,人民网,4518,65531945,m,【#消防员叔叔吃冰淇淋不#】13日，西安雁塔西路消防中队，8岁男孩周一阳把一封信和一个纸袋递给哨兵，“消防员叔叔，吃冰淇淋不？”据了解，孩子看完《烈火英雄》后把储钱罐打碎，将存的14.7元给消防员。“希望你们吃了冰淇淋，夏天凉快，冬天暖和。我爱你们！”（华商报）西安8岁小男孩打破存钱罐拿出14.7元 送给消防员买冰淇淋 
4405310556927293,2019-08-15,4400,492,463,头条新闻,1401,67282084,f,【#消防员演讲突然中断原因#：听到火警立即跑去救火】8月7日，江苏盐城大丰区消防救援大队正在进行《烈火英雄》观后感分享会，消防员王松刚演讲没几句，突然丢下话筒冲出会场。原来是突发火情，消防员们迅速集结前往救火。现场记者拍下了王松和其他战士冲出会场的一幕↓↓有料的秒拍视频 @有料 
4405187626569796,2019-08-15,17999,10792,9156,杜江侦察记,691,11442136,m,把一些消防小知识，和嗯哼唱进歌里。安全第一，从小做起。能让大家注意消防安全，减少意外发生和险情对消防员的召唤，是这首消防宣传曲《安全第一》，也是这个#电影烈火英雄#的意义。#亚洲新歌榜# 杜江侦察记的微博视频 
4404473772286175,2019-08-12,20681,2102,5554,央视新闻,2674,87808175,m,【慢慢看完这段央视采访，真实事件比电影更惊心动魄！】他叫桑武，是电影《烈火英雄》中消防队长江立伟的原型，当年，大连新港油罐区火灾救援，他和战友在爆炸中，深入火场内部，徒手关闭了阀门！转发！让更多人认识他们！致敬英雄！ 央视新闻的微博视频 
4405522105212667,2019-08-15,105,11,9,成都商报,862,13352263,f,【#小男孩给消防员买冰淇淋#，并写信：希望世界永不发生火灾】13日，西安雁塔西路消防中队，8岁男孩周一阳将一封信和一个纸袋递给哨兵，“消防员叔叔，吃冰淇淋不？” 据了解，孩子看完电影《烈火英雄》后把储钱罐打碎，将存的14.7元给消防员。孩子在信中写道：“我希望这个世界永远不要发生火灾，你们 ...全文
4405502148869458,2019-08-15,159,95,27,时光网Mtime,455,910240,m,#杨紫李现封面# 日前，演员杨紫和李现合体拍摄了一组时尚写真。在最近热播的电视剧《亲爱的，热爱的》中，杨紫与李现饰演一对情侣。由于剧集大热，两位演员的人气也极速蹿升。另外，杨紫还有电影作品《烈火·英雄》正在热映，新片《沉默的证人》也即将与观众见面。 
4405277866999811,2019-08-15,551,53,58,新浪新闻客户端,400,19673161,m,【#消防员演讲中途去救火#：听到火警立即跑去救火】8月7日，江苏盐城大丰区消防救援大队正在进行《烈火英雄》观后感分享会，消防员王松刚演讲没几句，突然丢下话筒冲出会场。原来是突发火情，消防员们迅速集结前往救火。现场记者拍下了王松和其他战士冲出会场的一幕↓↓↓@有料 有料的秒拍视频 
4405521710427671,2019-08-15,99,121,35,猫讯娱乐,1300,6166116,m,#杨紫##杨紫李现封面# 杨紫和李现登上杂志封面了，最近杨紫确实火得惊人，《亲爱的，热爱的》让她人气大涨，和李现成为了年度CP。目前她主演的《烈火英雄》还在热映，明天她的新作品《沉默的证人》又要上映了，和张家辉、任贤齐搭档。当年的小雪，最近彻底爆发了，猫叔肯定会去支持她的新电影！ 
4404386468032828,2019-08-12,316,30,5,莫道紫情,1235,75588,f,杨紫烈火英雄超话 #烈火英雄看哭# 文娱新天地-20190719-《烈火英雄》篇，票房已破11亿，真实故事再现，制作精良，全体演职人员用心演绎@杨紫 莫道紫情的微博视频 
4404120393555926,2019-08-11,606,102,97,欧豪工作室,9,33776,m,欧豪超话  #欧豪电影烈火英雄#累计票房突破11亿！浴火奋战，消防员们从未退缩，拼尽全力，烈火英雄不负使命。 
4405526676707082,2019-08-15,3,104,104,西安吃喝玩乐资讯,91,2204277,f,#西安身边事# 【消防员叔叔你们吃冰淇淋不】13日，西安雁塔西路消防中队，8岁男孩周一阳把一封信和一个纸袋子递给哨兵，“消防员叔叔，吃冰淇淋不？”据了解，孩子看完电影《烈火英雄》后把储钱罐打碎，将仅存的十四块七毛钱送给消防员。“希望你们吃了冰淇淋，夏天凉快，冬天暖和。我爱你们。” 
4405126422470312,2019-昨天 09:50,27,23,23,河南消防,1032,1479815,f,【现实版“烈火英雄” 致敬消防员】和普通人一样，他们也是血肉之躯，也是别人家的儿子、丈夫或是父亲。千度高温、洪水猛兽，他们也怕。但这肩上沉甸甸的责任，让他们义无反顾，逆行向前。都市频道的微博视频 
4404971233751444,2019-08-13,251,64,23,电影烈火英雄,200,39002,m,#电影烈火英雄# 上映第13天上座率一路领跑不只为英雄起立鼓掌更为普世真情而动容淘票票售票链接：网页链接猫眼售票链接：网页链接 
4404078820382497,2019-08-11,160,18,42,热门前三微博引流推广用户排名粉,56,305102,f,【#烈火英雄黄晓明原型#：身处火海8小时 连续转阀门32000圈】《新闻联播》曾报道了@黄晓明 所饰角色的原型：大连新港“7·16”石油管线爆炸救援中的消防战士桑武。为关闭油罐阀门，桑武进入火场中心，忍着灼烧的剧痛徒手将阀门转了32000圈。这是我国火灾扑救史上的奇迹！转，致敬！央视新闻的秒拍视频 
4404887942969340,2019-08-13,179,42,13,腾讯看电影,277,416969,m,电影#烈火英雄# 中@杨紫 @欧豪 两个人在拍摄婚纱照时的互动好甜，满屏都是粉红泡泡有没有！  腾讯看电影的微博视频 
